type	time	latitude	longitude	altitude (m)	temperature	name	desc
T	2016-02-11 09:33:11	47.718021451	-122.247107327	131.0	15.0		
T	2016-02-11 09:33:12	47.718032263	-122.247121325	131.0	15.0		
T	2016-02-11 09:33:13	47.718046010	-122.247132976	131.0	15.0		
T	2016-02-11 09:33:14	47.718055230	-122.247133898	131.0	15.0		
T	2016-02-11 09:33:15	47.718054056	-122.247128449	131.0	15.0		
T	2016-02-11 09:33:16	47.718048273	-122.247127946	131.0	15.0		
T	2016-02-11 09:33:17	47.718049698	-122.247121828	131.0	15.0		
T	2016-02-11 09:33:18	47.718054727	-122.247117804	131.0	15.0		
T	2016-02-11 09:33:19	47.718056068	-122.247118726	131.0	15.0		
T	2016-02-11 09:33:20	47.718052045	-122.247122750	131.0	15.0		
T	2016-02-11 09:33:21	47.718048189	-122.247126270	131.0	15.0		
T	2016-02-11 09:33:22	47.718042489	-122.247130126	131.0	15.0		
T	2016-02-11 09:33:23	47.718049698	-122.247119313	131.0	15.0		
T	2016-02-11 09:33:24	47.718052128	-122.247111853	130.8	15.0		
T	2016-02-11 09:33:25	47.718046429	-122.247112105	130.8	15.0		
T	2016-02-11 09:33:26	47.718037711	-122.247114284	131.0	15.0		
T	2016-02-11 09:33:27	47.718029581	-122.247118559	131.0	15.0		
T	2016-02-11 09:33:28	47.718026564	-122.247119565	131.0	15.0		
T	2016-02-11 09:33:29	47.718023797	-122.247118643	131.0	15.0		
T	2016-02-11 09:33:30	47.718017511	-122.247119732	131.0	15.0		
T	2016-02-11 09:33:31	47.718010806	-122.247119313	131.0	15.0		
T	2016-02-11 09:33:32	47.718006782	-122.247117469	131.0	15.0		
T	2016-02-11 09:33:33	47.718004771	-122.247116715	131.0	15.0		
T	2016-02-11 09:33:34	47.718005357	-122.247114703	131.0	15.0		
T	2016-02-11 09:33:35	47.718005944	-122.247112105	131.0	15.0		
T	2016-02-11 09:33:38	47.718036706	-122.247092826	131.0	15.0		
T	2016-02-11 09:33:39	47.718036706	-122.247092826	131.0	15.0		
T	2016-02-11 09:33:40	47.718045423	-122.247083690	131.0	15.0		
T	2016-02-11 09:33:41	47.718062941	-122.247099197	131.0	15.0		
T	2016-02-11 09:33:42	47.718081633	-122.247113865	131.0	15.0		
T	2016-02-11 09:33:43	47.718096720	-122.247134401	131.0	15.0		
T	2016-02-11 09:33:44	47.718105605	-122.247146806	131.0	15.0		
T	2016-02-11 09:33:45	47.718113149	-122.247155774	131.0	15.0		
T	2016-02-11 09:33:46	47.718124380	-122.247172035	131.0	15.0		
T	2016-02-11 09:33:47	47.718143994	-122.247211179	131.0	15.0		
T	2016-02-11 09:33:48	47.718162267	-122.247248814	130.8	15.0		
T	2016-02-11 09:33:49	47.718179701	-122.247293489	130.8	15.0		
T	2016-02-11 09:33:50	47.718178611	-122.247300362	130.8	15.0		
T	2016-02-11 09:33:51	47.718176432	-122.247301033	131.0	15.0		
T	2016-02-11 09:33:52	47.718173666	-122.247302709	131.0	15.0		
T	2016-02-11 09:33:53	47.718171738	-122.247299273	131.0	15.0		
T	2016-02-11 09:33:54	47.718169643	-122.247297177	131.0	15.0		
T	2016-02-11 09:33:55	47.718163859	-122.247292819	131.0	15.0		
T	2016-02-11 09:33:56	47.718158076	-122.247296171	131.0	15.0		
T	2016-02-11 09:33:57	47.718158076	-122.247296171	131.0	15.0		
T	2016-02-11 09:33:58	47.718101833	-122.247165581	131.0	15.0		
T	2016-02-11 09:33:59	47.718081884	-122.247147812	131.0	15.0		
T	2016-02-11 09:34:00	47.718075598	-122.247150578	131.0	15.0		
T	2016-02-11 09:34:01	47.718056403	-122.247130545	131.0	15.0		
T	2016-02-11 09:34:02	47.718048776	-122.247138005	131.0	15.0		
T	2016-02-11 09:34:03	47.718039388	-122.247143788	131.0	15.0		
T	2016-02-11 09:34:04	47.718035113	-122.247145129	131.0	15.0		
T	2016-02-11 09:34:05	47.718031425	-122.247149320	131.0	15.0		
T	2016-02-11 09:34:06	47.718027066	-122.247153595	131.0	15.0		
T	2016-02-11 09:34:07	47.718024552	-122.247158960	131.0	15.0		
T	2016-02-11 09:34:08	47.718022624	-122.247163318	131.0	15.0		
T	2016-02-11 09:34:09	47.718023630	-122.247163067	131.0	15.0		
T	2016-02-11 09:34:10	47.718025139	-122.247162731	131.0	15.0		
T	2016-02-11 09:34:11	47.718026480	-122.247162312	131.0	15.0		
T	2016-02-11 09:34:12	47.718028324	-122.247162731	131.0	15.0		
T	2016-02-11 09:34:13	47.718030084	-122.247161474	131.0	15.0		
T	2016-02-11 09:34:14	47.718033101	-122.247154517	131.0	15.0		
T	2016-02-11 09:34:15	47.718035784	-122.247150494	130.8	15.0		
T	2016-02-11 09:34:16	47.718038885	-122.247148566	130.8	15.0		
T	2016-02-11 09:34:17	47.718042154	-122.247145046	131.0	15.0		
T	2016-02-11 09:34:18	47.718046261	-122.247135909	131.0	15.0		
T	2016-02-11 09:34:19	47.718048189	-122.247126186	131.0	15.0		
T	2016-02-11 09:34:20	47.718049698	-122.247120067	131.0	15.0		
T	2016-02-11 09:34:21	47.718050033	-122.247113613	131.0	15.0		
T	2016-02-11 09:34:22	47.718047770	-122.247109506	131.0	15.0		
T	2016-02-11 09:34:23	47.718045926	-122.247106070	131.0	15.0		
T	2016-02-11 09:34:24	47.718047267	-122.247105148	130.8	15.0		
T	2016-02-11 09:34:25	47.718048189	-122.247102633	130.8	15.0		
T	2016-02-11 09:34:26	47.718047099	-122.247101292	130.8	15.0		
T	2016-02-11 09:34:27	47.718045674	-122.247100454	131.0	15.0		
T	2016-02-11 09:34:28	47.718045674	-122.247100873	131.0	15.0		
T	2016-02-11 09:34:29	47.718048105	-122.247101041	131.0	15.0		
T	2016-02-11 09:34:30	47.718050955	-122.247101627	131.0	15.0		
T	2016-02-11 09:34:31	47.718054811	-122.247100538	131.0	15.0		
T	2016-02-11 09:34:32	47.718053553	-122.247094838	130.8	15.0		
T	2016-02-11 09:34:33	47.718050620	-122.247091234	130.8	15.0		
T	2016-02-11 09:34:34	47.718047770	-122.247089976	130.8	15.0		
T	2016-02-11 09:34:35	47.718048273	-122.247089641	130.8	15.0		
T	2016-02-11 09:34:36	47.718048273	-122.247089641	130.8	15.0		
T	2016-02-11 09:34:37	47.718048692	-122.247089725	130.8	15.0		
T	2016-02-11 09:34:38	47.718045842	-122.247082852	130.8	15.0		
T	2016-02-11 09:34:39	47.718042489	-122.247082265	130.8	15.0		
T	2016-02-11 09:34:40	47.718037628	-122.247083690	130.8	15.0		
T	2016-02-11 09:34:41	47.718035448	-122.247084612	130.8	15.0		
T	2016-02-11 09:34:42	47.718032766	-122.247085450	130.8	15.0		
T	2016-02-11 09:34:43	47.718030168	-122.247088049	130.8	15.0		
T	2016-02-11 09:34:44	47.718028072	-122.247090982	130.8	15.0		
T	2016-02-11 09:34:45	47.718025558	-122.247092407	131.0	15.0		
T	2016-02-11 09:34:46	47.718021618	-122.247093078	130.8	15.0		
T	2016-02-11 09:34:47	47.718020193	-122.247090396	130.8	15.0		
T	2016-02-11 09:34:48	47.718017846	-122.247090144	131.0	15.0		
T	2016-02-11 09:34:49	47.718013991	-122.247093664	131.0	15.0		
T	2016-02-11 09:34:50	47.718013572	-122.247094754	131.0	15.0		
T	2016-02-11 09:34:51	47.718012985	-122.247091569	130.8	15.0		
T	2016-02-11 09:34:52	47.718014996	-122.247090982	130.8	15.0		
T	2016-02-11 09:34:53	47.718017427	-122.247088216	131.0	15.0		
T	2016-02-11 09:34:54	47.718015332	-122.247081427	131.0	15.0		
T	2016-02-11 09:34:55	47.718012985	-122.247071117	131.0	15.0		
T	2016-02-11 09:34:56	47.718012230	-122.247064998	131.0	15.0		
T	2016-02-11 09:34:57	47.718011979	-122.247052593	131.0	15.0		
T	2016-02-11 09:34:58	47.718008962	-122.247035075	131.0	15.0		
T	2016-02-11 09:34:59	47.718009548	-122.247028202	131.0	15.0		
T	2016-02-11 09:35:00	47.718008962	-122.247023005	131.0	15.0		
T	2016-02-11 09:35:01	47.718007453	-122.247018814	131.0	15.0		
T	2016-02-11 09:35:02	47.718005441	-122.247014204	131.0	15.0		
T	2016-02-11 09:35:03	47.718002675	-122.247010265	131.0	15.0		
T	2016-02-11 09:35:04	47.718000161	-122.247006660	131.0	15.0		
T	2016-02-11 09:35:05	47.717998065	-122.247005235	131.0	15.0		
T	2016-02-11 09:35:06	47.717996305	-122.247002386	131.0	15.0		
T	2016-02-11 09:35:07	47.717996389	-122.246996937	131.0	15.0		
T	2016-02-11 09:35:08	47.717994293	-122.246996434	131.0	15.0		
T	2016-02-11 09:35:09	47.717991946	-122.246996015	131.0	15.0		
T	2016-02-11 09:35:10	47.717988258	-122.246994842	131.0	15.0		
T	2016-02-11 09:35:11	47.717984067	-122.246991657	131.0	15.0		
T	2016-02-11 09:35:12	47.717980798	-122.246986879	131.0	15.0		
T	2016-02-11 09:35:13	47.717978535	-122.246983862	131.0	15.0		
T	2016-02-11 09:35:14	47.717977110	-122.246981515	131.0	15.0		
T	2016-02-11 09:35:15	47.717976104	-122.246980341	131.0	15.0		
T	2016-02-11 09:35:16	47.717972333	-122.246980509	131.2	15.0		
T	2016-02-11 09:35:17	47.717970069	-122.246980257	131.2	15.0		
T	2016-02-11 09:35:18	47.717970237	-122.246978329	131.2	15.0		
T	2016-02-11 09:35:19	47.717971327	-122.246976485	131.2	15.0		
T	2016-02-11 09:35:20	47.717973841	-122.246971624	131.2	15.0		
T	2016-02-11 09:35:21	47.717977194	-122.246965589	131.2	15.0		
T	2016-02-11 09:35:22	47.717982307	-122.246959303	131.2	15.0		
T	2016-02-11 09:35:23	47.717991527	-122.246951172	131.2	15.0		
T	2016-02-11 09:35:24	47.717998736	-122.246942874	131.2	15.0		
T	2016-02-11 09:35:25	47.718004938	-122.246936085	131.2	15.0		
T	2016-02-11 09:35:26	47.718006279	-122.246931894	131.2	15.0		
T	2016-02-11 09:35:27	47.718005273	-122.246928206	131.0	15.0		
T	2016-02-11 09:35:28	47.718005190	-122.246924099	131.2	15.0		
T	2016-02-11 09:35:29	47.718001502	-122.246924685	131.0	15.0		
T	2016-02-11 09:35:30	47.717994796	-122.246925440	131.0	15.0		
T	2016-02-11 09:35:31	47.717991192	-122.246927368	131.0	15.0		
T	2016-02-11 09:35:32	47.717983732	-122.246932648	131.0	15.0		
T	2016-02-11 09:35:33	47.717977026	-122.246936671	131.0	15.0		
T	2016-02-11 09:35:34	47.717970992	-122.246941617	131.0	15.0		
T	2016-02-11 09:35:35	47.717964286	-122.246944131	131.0	15.0		
T	2016-02-11 09:35:36	47.717958335	-122.246944467	131.0	15.0		
T	2016-02-11 09:35:37	47.717956742	-122.246951843	131.0	15.0		
T	2016-02-11 09:35:38	47.717953473	-122.246950166	131.0	15.0		
T	2016-02-11 09:35:39	47.717953641	-122.246949077	131.0	15.0		
T	2016-02-11 09:35:40	47.717957580	-122.246947903	131.0	15.0		
T	2016-02-11 09:35:41	47.717957161	-122.246947233	131.0	15.0		
T	2016-02-11 09:35:42	47.717957245	-122.246942120	131.0	15.0		
T	2016-02-11 09:35:43	47.717983564	-122.247010516	131.0	15.0		
T	2016-02-11 09:35:44	47.717997562	-122.247048821	131.0	15.0		
T	2016-02-11 09:35:45	47.718006363	-122.247074805	131.0	15.0		
T	2016-02-11 09:35:46	47.718011308	-122.247092407	131.0	15.0		
T	2016-02-11 09:35:47	47.718017427	-122.247109506	131.0	15.0		
T	2016-02-11 09:35:48	47.718017679	-122.247122079	131.0	15.0		
T	2016-02-11 09:35:49	47.718016924	-122.247132808	131.0	15.0		
T	2016-02-11 09:35:50	47.718013655	-122.247142028	131.0	15.0		
T	2016-02-11 09:35:51	47.718010051	-122.247148147	131.2	15.0		
T	2016-02-11 09:35:52	47.718007788	-122.247152757	131.2	15.0		
T	2016-02-11 09:35:53	47.718005609	-122.247155523	131.2	15.0		
T	2016-02-11 09:35:54	47.718005273	-122.247156193	131.2	15.0		
T	2016-02-11 09:35:55	47.718003932	-122.247155942	131.2	15.0		
T	2016-02-11 09:35:56	47.718004016	-122.247151667	131.2	15.0		
T	2016-02-11 09:35:57	47.718003597	-122.247149237	131.2	15.0		
T	2016-02-11 09:35:58	47.718003597	-122.247147225	131.2	15.0		
T	2016-02-11 09:35:59	47.718005022	-122.247145884	131.2	15.0		
T	2016-02-11 09:36:00	47.718005693	-122.247143956	131.2	15.0		
T	2016-02-11 09:36:01	47.718006950	-122.247142531	131.2	15.0		
T	2016-02-11 09:36:02	47.718006615	-122.247141609	131.2	15.0		
T	2016-02-11 09:36:03	47.718007956	-122.247140855	131.2	15.0		
T	2016-02-11 09:36:04	47.718009297	-122.247139262	131.2	15.0		
T	2016-02-11 09:36:05	47.718009716	-122.247137250	131.2	15.0		
T	2016-02-11 09:36:06	47.718009884	-122.247137167	131.0	15.0		
T	2016-02-11 09:36:07	47.718008878	-122.247135406	131.2	15.0		
T	2016-02-11 09:36:08	47.718007620	-122.247134401	131.0	15.0		
T	2016-02-11 09:36:09	47.718007620	-122.247131970	131.0	15.0		
T	2016-02-11 09:36:10	47.718008542	-122.247131132	131.0	15.0		
T	2016-02-11 09:36:11	47.718006279	-122.247131551	131.0	15.0		
T	2016-02-11 09:36:12	47.718005609	-122.247132724	131.0	15.0		
T	2016-02-11 09:36:13	47.718006531	-122.247129455	131.0	15.0		
T	2016-02-11 09:36:14	47.718008207	-122.247125683	131.0	15.0		
T	2016-02-11 09:36:15	47.718010806	-122.247120067	131.0	15.0		
T	2016-02-11 09:36:16	47.718010135	-122.247115038	131.0	15.0		
T	2016-02-11 09:36:17	47.718005022	-122.247105902	131.2	15.0		
T	2016-02-11 09:36:18	47.718004268	-122.247101627	131.2	15.0		
T	2016-02-11 09:36:19	47.718005860	-122.247098442	131.2	15.0		
T	2016-02-11 09:36:20	47.718005190	-122.247095760	131.2	15.0		
T	2016-02-11 09:36:21	47.718002675	-122.247097772	131.2	15.0		
T	2016-02-11 09:36:22	47.718000161	-122.247096682	131.2	15.0		
T	2016-02-11 09:36:23	47.717997981	-122.247094670	131.2	15.0		
T	2016-02-11 09:36:24	47.717990605	-122.247087378	131.2	15.0		
T	2016-02-11 09:36:25	47.717988426	-122.247089054	131.2	15.0		
T	2016-02-11 09:36:26	47.717985576	-122.247091653	131.2	15.0		
T	2016-02-11 09:36:27	47.717983061	-122.247096514	131.2	15.0		
T	2016-02-11 09:36:28	47.717981804	-122.247098191	131.2	15.0		
T	2016-02-11 09:36:29	47.717980966	-122.247099951	131.2	15.0		
T	2016-02-11 09:36:30	47.717966465	-122.247089976	131.2	15.0		
T	2016-02-11 09:36:31	47.717954312	-122.247080673	131.2	15.0		
T	2016-02-11 09:36:32	47.717943080	-122.247073548	131.2	15.0		
T	2016-02-11 09:36:33	47.717932351	-122.247066675	131.2	15.0		
T	2016-02-11 09:36:34	47.717923634	-122.247061646	131.2	15.0		
T	2016-02-11 09:36:35	47.717917515	-122.247054772	131.2	15.0		
T	2016-02-11 09:36:36	47.717909720	-122.247045636	131.0	15.0		
T	2016-02-11 09:36:37	47.717901003	-122.247036835	131.0	15.0		
T	2016-02-11 09:36:38	47.717897147	-122.247029124	131.2	15.0		
T	2016-02-11 09:36:39	47.717896225	-122.247030884	131.0	15.0		
T	2016-02-11 09:36:40	47.717895973	-122.247032980	131.0	15.0		
T	2016-02-11 09:36:41	47.717895722	-122.247032644	131.0	15.0		
T	2016-02-11 09:36:42	47.717896309	-122.247033063	131.0	15.0		
T	2016-02-11 09:36:43	47.717895387	-122.247034824	131.0	15.0		
T	2016-02-11 09:36:44	47.717890190	-122.247040523	131.0	15.0		
T	2016-02-11 09:36:45	47.717888933	-122.247042283	131.0	15.0		
T	2016-02-11 09:36:46	47.717891531	-122.247046391	131.0	15.0		
T	2016-02-11 09:36:47	47.717891280	-122.247061478	131.0	15.0		
T	2016-02-11 09:36:48	47.717891699	-122.247077739	131.0	15.0		
T	2016-02-11 09:36:49	47.717894381	-122.247092575	131.0	15.0		
T	2016-02-11 09:36:50	47.717898237	-122.247104980	131.2	15.0		
T	2016-02-11 09:36:51	47.717895135	-122.247116715	131.2	15.0		
T	2016-02-11 09:36:52	47.717890609	-122.247128785	131.2	15.0		
T	2016-02-11 09:36:53	47.717888262	-122.247138591	131.0	15.0		
T	2016-02-11 09:36:54	47.717911312	-122.247207491	131.0	15.0		
T	2016-02-11 09:36:55	47.717912653	-122.247210592	131.0	15.0		
T	2016-02-11 09:36:56	47.717914665	-122.247209838	131.0	15.0		
T	2016-02-11 09:36:57	47.717929920	-122.247229367	131.0	15.0		
T	2016-02-11 09:36:58	47.717952048	-122.247260800	131.0	15.0		
T	2016-02-11 09:36:59	47.717968225	-122.247278234	131.0	15.0		
T	2016-02-11 09:37:00	47.717969902	-122.247274043	131.2	15.0		
T	2016-02-11 09:37:01	47.717984403	-122.247286448	131.0	15.0		
T	2016-02-11 09:37:02	47.717996221	-122.247295249	131.2	15.0		
T	2016-02-11 09:37:03	47.718004100	-122.247305308	131.2	15.0		
T	2016-02-11 09:37:04	47.718006363	-122.247306732	131.2	15.0		
T	2016-02-11 09:37:05	47.718009967	-122.247307990	131.2	15.0		
T	2016-02-11 09:37:06	47.718016757	-122.247318802	131.2	15.0		
T	2016-02-11 09:37:07	47.718025390	-122.247323832	131.2	15.0		
T	2016-02-11 09:37:08	47.718029832	-122.247320898	131.2	15.0		
T	2016-02-11 09:37:09	47.718039472	-122.247312013	131.2	15.0		
T	2016-02-11 09:37:10	47.718044082	-122.247307319	131.2	15.0		
T	2016-02-11 09:37:11	47.718046512	-122.247304888	131.2	15.0		
T	2016-02-11 09:37:12	47.718056152	-122.247303128	131.2	15.0		
T	2016-02-11 09:37:13	47.718063528	-122.247298770	131.0	15.0		
T	2016-02-11 09:37:14	47.718071993	-122.247292064	131.0	15.0		
T	2016-02-11 09:37:15	47.718075849	-122.247291226	131.0	15.0		
T	2016-02-11 09:37:16	47.718077693	-122.247292148	131.0	15.0		
T	2016-02-11 09:37:17	47.718081968	-122.247290723	131.0	15.0		
T	2016-02-11 09:37:18	47.718088338	-122.247287454	131.0	15.0		
T	2016-02-11 09:37:19	47.718091942	-122.247286700	131.0	15.0		
T	2016-02-11 09:37:20	47.718094541	-122.247287454	131.0	15.0		
T	2016-02-11 09:37:21	47.718096050	-122.247289885	131.0	15.0		
T	2016-02-11 09:37:22	47.718095379	-122.247291477	131.0	15.0		
T	2016-02-11 09:37:23	47.718094708	-122.247292819	131.0	15.0		
T	2016-02-11 09:37:24	47.718095127	-122.247294411	131.0	15.0		
T	2016-02-11 09:37:25	47.718091020	-122.247298183	131.0	15.0		
T	2016-02-11 09:37:26	47.718094038	-122.247295836	131.2	15.0		
T	2016-02-11 09:37:27	47.718088087	-122.247302122	131.2	15.0		
T	2016-02-11 09:37:28	47.718090182	-122.247300697	131.0	15.0		
T	2016-02-11 09:37:29	47.718094038	-122.247296004	131.0	15.0		
T	2016-02-11 09:37:30	47.718097726	-122.247295165	131.0	15.0		
T	2016-02-11 09:37:31	47.718109712	-122.247287789	131.0	15.0		
T	2016-02-11 09:37:32	47.718099738	-122.247294243	131.0	15.0		
T	2016-02-11 09:37:33	47.718101079	-122.247295668	131.0	15.0		
T	2016-02-11 09:37:34	47.718102001	-122.247297596	131.0	15.0		
T	2016-02-11 09:37:35	47.718109963	-122.247291729	131.0	15.0		
T	2016-02-11 09:37:36	47.718114741	-122.247286784	131.0	15.0		
T	2016-02-11 09:37:37	47.718119603	-122.247281671	131.2	15.0		
T	2016-02-11 09:37:38	47.718124213	-122.247276893	131.2	15.0		
T	2016-02-11 09:37:39	47.718131673	-122.247267924	131.2	15.0		
T	2016-02-11 09:37:40	47.718137624	-122.247258453	131.2	15.0		
T	2016-02-11 09:37:41	47.718143659	-122.247249149	131.2	15.0		
T	2016-02-11 09:37:42	47.718149526	-122.247243365	131.2	15.0		
T	2016-02-11 09:37:43	47.718154807	-122.247235486	131.2	15.0		
T	2016-02-11 09:37:44	47.718161512	-122.247225931	131.2	15.0		
T	2016-02-11 09:37:45	47.718164949	-122.247221153	131.2	15.0		
T	2016-02-11 09:37:46	47.718168050	-122.247217381	131.2	15.0		
T	2016-02-11 09:37:47	47.718171487	-122.247210843	131.2	15.0		
T	2016-02-11 09:37:48	47.718172241	-122.247208077	131.2	15.0		
T	2016-02-11 09:37:49	47.718172157	-122.247207407	131.0	15.0		
T	2016-02-11 09:37:50	47.718172995	-122.247209502	131.0	15.0		
T	2016-02-11 09:37:51	47.718172241	-122.247211179	131.0	15.0		
T	2016-02-11 09:37:52	47.718171822	-122.247213526	131.0	15.0		
T	2016-02-11 09:37:53	47.718172744	-122.247216208	131.0	15.0		
T	2016-02-11 09:37:54	47.718173834	-122.247217214	131.2	15.0		
T	2016-02-11 09:37:55	47.718176348	-122.247218303	131.2	15.0		
T	2016-02-11 09:37:56	47.718177941	-122.247222327	131.2	15.0		
T	2016-02-11 09:37:57	47.718177522	-122.247225512	131.2	15.0		
T	2016-02-11 09:37:58	47.718177354	-122.247228613	131.2	15.0		
T	2016-02-11 09:37:59	47.718175761	-122.247228865	131.4	15.0		
T	2016-02-11 09:38:00	47.718173079	-122.247232636	131.2	15.0		
T	2016-02-11 09:38:01	47.718172995	-122.247236492	131.2	15.0		
T	2016-02-11 09:38:02	47.718173750	-122.247238755	131.2	15.0		
T	2016-02-11 09:38:03	47.718174001	-122.247236744	131.4	15.0		
T	2016-02-11 09:38:04	47.718173163	-122.247235235	131.4	15.0		
T	2016-02-11 09:38:05	47.718170313	-122.247236576	131.4	15.0		
T	2016-02-11 09:38:06	47.718169894	-122.247234816	131.2	15.0		
T	2016-02-11 09:38:07	47.718170984	-122.247231295	131.4	15.0		
T	2016-02-11 09:38:08	47.718172325	-122.247228697	131.4	15.0		
T	2016-02-11 09:38:09	47.718171654	-122.247226099	131.4	15.0		
T	2016-02-11 09:38:10	47.718171487	-122.247222243	131.4	15.0		
T	2016-02-11 09:38:11	47.718168972	-122.247221908	131.2	15.0		
T	2016-02-11 09:38:12	47.718167882	-122.247219142	131.2	15.0		
T	2016-02-11 09:38:13	47.718166793	-122.247216711	131.2	15.0		
T	2016-02-11 09:38:14	47.718166206	-122.247216878	131.2	15.0		
T	2016-02-11 09:38:15	47.718162518	-122.247217633	131.2	15.0		
T	2016-02-11 09:38:16	47.718162853	-122.247218220	131.2	15.0		
T	2016-02-11 09:38:17	47.718163524	-122.247217884	131.4	15.0		
T	2016-02-11 09:38:18	47.718161680	-122.247219142	131.2	15.0		
T	2016-02-11 09:38:19	47.718161428	-122.247219561	131.2	15.0		
T	2016-02-11 09:38:20	47.718160758	-122.247219812	131.2	15.0		
T	2016-02-11 09:38:21	47.718160925	-122.247219309	131.2	15.0		
T	2016-02-11 09:38:22	47.718163356	-122.247217381	131.2	15.0		
T	2016-02-11 09:38:23	47.718163524	-122.247216543	131.2	15.0		
T	2016-02-11 09:38:24	47.718160423	-122.247218722	131.2	15.0		
T	2016-02-11 09:38:25	47.718158579	-122.247217800	131.4	15.0		
T	2016-02-11 09:38:26	47.718154807	-122.247219058	131.2	15.0		
T	2016-02-11 09:38:27	47.718149191	-122.247221991	131.2	15.0		
T	2016-02-11 09:38:28	47.718128068	-122.247227104	131.2	15.0		
T	2016-02-11 09:38:29	47.718112478	-122.247232804	131.2	15.0		
T	2016-02-11 09:38:30	47.718100157	-122.247236827	131.2	15.0		
T	2016-02-11 09:38:31	47.718094122	-122.247234145	131.2	15.0		
T	2016-02-11 09:38:32	47.718087165	-122.247230541	131.2	15.0		
T	2016-02-11 09:38:33	47.718088925	-122.247224171	131.2	15.0		
T	2016-02-11 09:38:34	47.718091607	-122.247216459	131.2	15.0		
T	2016-02-11 09:38:35	47.718088506	-122.247215454	131.2	15.0		
T	2016-02-11 09:38:36	47.718080040	-122.247218555	131.2	15.0		
T	2016-02-11 09:38:37	47.718077777	-122.247218974	131.2	15.0		
T	2016-02-11 09:38:38	47.718076603	-122.247217046	131.2	15.0		
T	2016-02-11 09:38:39	47.718076184	-122.247211765	131.2	15.0		
T	2016-02-11 09:38:40	47.718077106	-122.247204725	131.2	15.0		
T	2016-02-11 09:38:41	47.718084482	-122.247189721	131.2	15.0		
T	2016-02-11 09:38:42	47.718090769	-122.247179663	131.2	15.0		
T	2016-02-11 09:38:43	47.718092278	-122.247173544	131.2	15.0		
T	2016-02-11 09:38:44	47.718091272	-122.247166671	131.2	15.0		
T	2016-02-11 09:38:45	47.718090517	-122.247162228	131.2	15.0		
T	2016-02-11 09:38:46	47.718091691	-122.247160720	131.2	15.0		
T	2016-02-11 09:38:47	47.718094960	-122.247163402	131.4	15.0		
T	2016-02-11 09:38:48	47.718095798	-122.247164072	131.4	15.0		
T	2016-02-11 09:38:49	47.718094792	-122.247165833	131.2	15.0		
T	2016-02-11 09:38:50	47.718094457	-122.247168347	131.4	15.0		
T	2016-02-11 09:38:51	47.718095798	-122.247165162	131.4	15.0		
T	2016-02-11 09:38:52	47.718091104	-122.247164911	131.2	15.0		
T	2016-02-11 09:38:53	47.718086662	-122.247166503	131.2	15.0		
T	2016-02-11 09:38:54	47.718078867	-122.247165916	131.2	15.0		
T	2016-02-11 09:38:55	47.718070485	-122.247165749	131.2	15.0		
T	2016-02-11 09:38:56	47.718062857	-122.247163737	131.2	15.0		
T	2016-02-11 09:38:57	47.718049362	-122.247164072	131.2	15.0		
T	2016-02-11 09:38:58	47.718040813	-122.247161893	131.2	15.0		
T	2016-02-11 09:38:59	47.718026228	-122.247157451	131.2	15.0		
T	2016-02-11 09:39:00	47.718013655	-122.247154685	131.2	15.0		
T	2016-02-11 09:39:01	47.718003932	-122.247151416	131.2	15.0		
T	2016-02-11 09:39:02	47.717997814	-122.247145968	131.2	15.0		
T	2016-02-11 09:39:03	47.717995048	-122.247147812	131.2	15.0		
T	2016-02-11 09:39:04	47.717995048	-122.247147812	131.2	15.0		
T	2016-02-11 09:39:05	47.717991024	-122.247152338	131.2	15.0		
T	2016-02-11 09:39:06	47.717988594	-122.247155523	131.2	15.0		
T	2016-02-11 09:39:07	47.718045339	-122.247209502	131.2	15.0		
T	2016-02-11 09:39:08	47.718033772	-122.247206401	131.2	15.0		
T	2016-02-11 09:39:09	47.718028491	-122.247208832	131.2	15.0		
T	2016-02-11 09:39:10	47.718001669	-122.247192822	131.2	15.0		
T	2016-02-11 09:39:11	47.717992282	-122.247188548	131.2	15.0		
T	2016-02-11 09:39:12	47.717983732	-122.247183938	131.2	15.0		
T	2016-02-11 09:39:13	47.717982642	-122.247179579	131.2	15.0		
T	2016-02-11 09:39:14	47.717986330	-122.247171951	131.2	15.0		
T	2016-02-11 09:39:15	47.718033856	-122.247213442	131.2	15.0		
T	2016-02-11 09:39:16	47.718046429	-122.247211598	131.2	15.0		
T	2016-02-11 09:39:17	47.718040561	-122.247205311	131.2	15.0		
T	2016-02-11 09:39:18	47.718043160	-122.247221489	131.2	15.0		
T	2016-02-11 09:39:19	47.718044668	-122.247217800	131.2	15.0		
T	2016-02-11 09:39:20	47.718040394	-122.247231631	131.2	15.0		
T	2016-02-11 09:39:21	47.718050200	-122.247228948	131.2	15.0		
T	2016-02-11 09:39:22	47.718047183	-122.247232553	131.2	15.0		
T	2016-02-11 09:39:23	47.718045255	-122.247235822	131.2	15.0		
T	2016-02-11 09:39:24	47.718045423	-122.247239761	131.2	15.0		
T	2016-02-11 09:39:25	47.718045758	-122.247241186	131.2	15.0		
T	2016-02-11 09:39:26	47.718052296	-122.247235319	131.2	15.0		
T	2016-02-11 09:39:27	47.718058163	-122.247229200	131.2	15.0		
T	2016-02-11 09:39:28	47.718066042	-122.247221572	131.2	15.0		
T	2016-02-11 09:39:29	47.718070485	-122.247216040	131.2	15.0		
